Grade,Tensile Strength (MPa),Yield Strength (MPa),Elongation in 50 mm (%),Reduction in Area (%),HV (GPa),"Carbon, C","Chromium, Cr","Iron, Fe","Manganese, Mn","Nickel, Ni","Nitrogen, N","Phosphorus, P","Silicon, Si","Sulfur, S","Molybdenum, Mo","Boron, B","Titanium, Ti",Nb,Ta,"Lead, Pb","Vanadium, V"
201,1550.2438306252748,1480.2277453222218,1.2514920243799916,45.803260644937446,14.98108827127992,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1274.9672121485044,965.6309301674,8.149810075961966,45.27701060010549,14.72294873022418,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1969.9931034706358,1900.361931711072,1.7227777239453594,10.65279530283061,55.43614177247053,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1034.4725791132846,759.7074015220106,11.722646257562612,44.99702763102871,11.498454499854727,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1035.0312013275766,760.3204366793688,11.535357092986283,46.24357712060998,11.464220975968098,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
355,1170.4635096522236,1070.673362899506,,,24.0902532213652,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201,1275.4684283255008,965.7363884184826,7.240339253708955,46.67291652969468,13.868622010301372,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,860.2249311823596,690.0610853843153,7.182109682276057,19.421672882000482,24.680396281521947,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
444,414.0476118966905,275.4367992089503,,,18.981528345367668,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
436,538.6854072030669,440.270771203677,,,17.090217199010617,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
355,1169.2296982305186,1070.24290636396,,,24.33208215376922,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
440C,859.8245204561806,689.9974271533331,7.542690963104673,18.74048648594553,25.57136161361424,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
446,550.3622989327331,345.32169546667023,,,16.022140478122797,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201L,784.939695109678,396.270106840129,,,18.795324589407,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
201L,784.8641336680479,396.4857117765045,,,18.609130898446683,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
355,1170.3264690508681,1069.7057391732926,,,24.14708495858964,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
440C,859.5682576228611,690.7223426034705,6.754826081377564,20.25030194894253,25.698890906096004,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
433,285.9670582296077,287.164697947042,,,15.80159697149445,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
436,537.8947049540396,440.4685752514311,,,17.739269284533126,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
446,550.5610004259048,344.8663547972393,,,16.113493840832525,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
440C,1970.0266265953717,1901.270903838616,1.711013948348513,9.914801799841099,56.151331746949204,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,1970.4762805527894,1899.576765526314,1.2715804073150614,9.209786999051785,56.001524874147165,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
433,286.4559782776574,286.15776250076607,,,15.659600914262215,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
355,1169.8239258771187,1070.640588380413,,,23.33333175160893,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
444,414.9270124837627,275.9612705854202,,,18.420482504287055,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
436,538.1478080261066,440.36790942002636,,,16.94931339715394,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
436,538.2193276588334,440.72800074351244,,,17.111742564819576,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
201,1549.7068405182188,1480.5959391966305,1.076833625117592,46.13650679933301,15.742134901716435,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.39447262546474,204.86789124324858,,,17.886570169083026,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
446,549.8623813542782,345.2345061275122,,,15.960126619791788,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1274.9815268789882,965.4713322472661,8.16065108134176,46.04217387082246,13.049246222617302,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.3524729553744,204.93268208739823,,,17.763667297976234,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201L,784.405479841883,395.99579342171427,,,18.191841557057064,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
433,286.0696792785526,286.7985679223526,,,15.55478560926974,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201L,785.2635890345804,395.9031105895147,,,18.608247754080985,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
355,1169.3993538975515,1069.9147856527313,,,24.53073404321658,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
433,286.2901227749625,286.8994698349043,,,14.911687593848109,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
440C,1970.2981056323617,1900.300119511021,2.9315951860488907,9.816448587013623,55.57719891775246,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
436,538.1859457206247,441.5966251827453,,,18.51945630788912,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
433,285.7166202237465,286.23420338506395,,,15.476117547637413,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1274.7346579182574,965.5255082844013,7.716956626350175,46.00363621842894,14.022228062021352,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
355,1169.7501138609805,1069.9221006141343,,,23.98562007529118,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
446,549.6378071666364,345.4944595239795,,,16.10552106434455,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
440C,1969.6833317567975,1899.9783594418693,1.568527342776449,9.858138626164772,56.818835387714614,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
423,619.9841442484594,274.265659628901,,,17.492642019946743,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
446,550.2632851176729,345.5187373175326,,,15.411909369867365,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1034.4435685103083,760.0711536467161,11.836016580009607,45.15335697347115,10.483316303289225,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201L,784.1508378000536,395.92981344013265,,,18.040270939130338,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
446,549.4082751618371,345.2680532199931,,,16.698542957461946,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
439,450.7244929224958,204.82989358002794,,,17.282060982236658,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1274.4929780893567,965.0513288590681,8.534542403629883,45.51443030533142,14.138688451516922,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.69645573502413,204.31429466558936,,,17.725400947864927,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1274.8062687927377,965.0563286762496,8.717066573177512,45.693800813148016,14.936061163275262,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
433,285.07138558360157,286.2975718671945,,,15.084922384113925,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
433,285.8406801976354,286.40631542800037,,,14.738442158179105,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1035.708667899446,760.4678872174173,12.042888006349102,45.87979381458453,11.048269707981706,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201L,784.5684350976074,395.4375734684779,,,18.25641478116049,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
201,1275.4160461362164,964.88561794113,6.423495017249442,45.51904530512338,14.41481337060529,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,859.9804326051337,688.9316017385411,7.633819700027453,19.69595423260915,25.163122934262912,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1550.0854190257917,1479.4824194651758,0.5115552766466444,45.717804245199254,15.488222055704384,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
355,1170.1594827851927,1070.7451611260603,,,24.15361913770205,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201,1275.2917110892968,965.5533836237148,8.464169541812149,45.78762218971185,14.038051571291778,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1550.0110040559164,1479.625062025842,0.4206095494093349,46.083850929103335,15.370349177203837,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
355,1170.1742445134778,1069.547164140074,,,24.42019613616574,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201,1275.3219933516186,965.464749981932,7.771544229059621,44.96638744204169,14.199223627798037,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.1709741855921,204.39448218524677,,,17.748145217877838,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
439,450.0775534135487,205.3649859002537,,,17.251845105685888,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
433,286.66112876683053,286.3372950230843,,,15.150201445623967,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201,1274.72548766933,964.3502954767638,8.174788479790415,44.935127359695976,14.115024067905381,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,549.8470520149168,344.78456055373476,,,16.254229526454658,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1275.0429710377314,964.9600603503013,7.888392565851769,45.99969401901952,13.819824965403392,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1035.3585399630713,759.7242485542225,12.919077422331627,46.035864420449194,11.652767444665834,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1550.1655135802876,1479.4918804667957,0.9792442743905454,45.71594093644157,14.260201617495516,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201L,784.6686033794684,395.7868192691258,,,19.272690879571503,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
440C,1970.0478159898428,1899.9126894232252,1.1392946268303703,10.0176186960239,56.48706852013898,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1275.3728960371268,964.3515973214261,7.82559058778645,46.297699538558696,13.79035560086351,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1274.8053584435581,965.8136921966835,7.781790194149067,46.27418551285745,15.031725606876076,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1274.4506786326044,965.7817266854598,7.772295543601774,46.09587795265258,15.05256185780498,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.25883186220597,205.1374982933226,,,17.9895551818415,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1275.8405914341567,965.252275690024,7.268973468560761,45.867972945563785,13.343381111471183,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1275.3965281286037,964.8913366248574,7.615769882300977,46.263298116925014,13.779688693203685,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
444,415.65603015105773,275.05185954903925,,,19.43455122811994,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
423,620.9485983508646,275.00366573798925,,,16.355623666793605,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
442,514.997944713937,274.2263265627421,,,18.03500038887435,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
423,619.7422809154898,273.19557146319517,,,16.824347456893275,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
439,449.2861357682408,205.43891033909773,,,17.5383181864218,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201L,784.9437775591817,395.8272150924349,,,18.267069878414468,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
442,515.6039777879822,274.5963124660883,,,17.664305682308722,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
433,285.8619102187885,286.3475336357345,,,15.184147797646375,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
201L,785.2802139649783,395.8031934135216,,,18.372595058948367,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
442,515.5359708465012,274.2267848016965,,,18.4719140646925,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
444,414.5064290161858,275.27116749062526,,,18.257932368867383,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
446,550.4319321134469,345.0959708568002,,,15.459841384237873,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
433,286.20155464328917,285.551794642932,,,15.679889136323863,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
355,1170.5391632410015,1070.1097117369725,,,24.300132736394556,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
444,415.11163581659474,274.7296135287589,,,18.73363517804851,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
446,549.740999431501,345.6319297763793,,,15.977918078093735,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1275.4267614981954,964.9770650495567,7.24868251649573,45.1419812318091,14.164928009709856,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
423,620.1878361049772,275.9463189818338,,,16.797947462469658,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
440C,1969.3911798879226,1900.0779703908463,1.825983467041332,10.245314355820964,55.87481296890891,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1549.678934291645,1479.5714408402894,1.029925057934562,45.177794048994876,14.918579396610914,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
436,538.0011156263892,440.98646910065327,,,18.082848216001345,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
355,1169.8886242211427,1070.1942316010486,,,24.34718180261028,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
446,549.6121281680613,345.20366214521005,,,15.936015837353489,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1274.6570782293886,963.8778425377837,8.028508795991035,46.382032417695626,13.838001783522605,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,549.969291353085,345.12465948099583,,,16.732213155214758,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
439,449.4385836002967,204.92593720157421,,,17.901226814045753,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201L,785.0647941548682,395.6593821071852,,,18.74304317012265,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
446,549.8125305154682,344.91154745225043,,,16.68961628108102,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
440C,860.6370473612537,690.308534968347,5.855170672758023,19.306302458341282,25.11779311752697,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
440C,1969.0862896360084,1900.0181767954741,2.549222116062556,10.79549508960562,56.03268812197197,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1550.6254757981333,1480.206501841096,1.5768677133857127,45.33116138993412,14.841116717453342,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,550.5714889241531,344.7398547018109,,,15.596662160778527,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1549.942935277643,1480.160187230456,1.4684919261667293,45.733645569689095,14.390783346256837,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,859.3691884979713,689.8028898280066,7.431857737480695,19.830946658718776,25.77927565728409,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
423,620.0310510595725,275.44142918071185,,,16.24799984993973,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
436,538.7266763514467,441.20927852928264,,,17.408784375330207,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
201L,785.2030902629165,395.83662691267926,,,18.05468854131529,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
440C,859.8402223514305,690.7511582454449,7.37333705802381,19.880418546761884,24.58973904064707,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1550.258963138582,1480.358042616057,0.9164313474721006,45.65526093057307,14.591811209929565,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
436,537.716652201911,441.4315799026976,,,17.876390807612935,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
433,287.1727005528163,285.98701755444864,,,15.53878060741245,0.01,20.0,78.0,0.3,0.25,0.019,0.021,0.39,0.001,,,,0.8,,,
440C,860.3026072874693,689.4072861355061,6.957224835739551,19.84608504621617,24.789214825167413,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
355,1169.237956481985,1070.6821585053829,,,25.0088211150308,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
440C,859.3453050778547,689.5744418742148,7.9968449257704695,20.266150740349875,25.110635683763483,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
446,549.6461170873441,345.11556615049085,,,15.803884870477216,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201,1275.0077880093427,965.1892705049653,7.77331023734629,45.941085451485144,14.445125039615256,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
439,450.78670803059134,205.3364707771583,,,17.518744892811657,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
201,1034.4692868312777,759.6807044183063,12.350200669650258,45.2013359308079,10.838215517802498,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1034.5562502009855,759.9749356650844,12.62160013344858,45.465062924745446,11.036315029719855,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1970.964977373971,1899.6442722689922,1.877168671141569,10.52528021408817,56.50489920198532,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201L,785.2371909393493,396.4120915420795,,,19.45164336090475,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
440C,860.4681610725341,690.2025943335633,7.338942524478946,19.370448900475953,24.58752310924696,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
442,515.1387493436551,275.2125172587765,,,17.422177477236072,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
201,1550.8194255647172,1479.877746112295,0.5440753360169837,45.88225070976402,14.408712724884456,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
446,549.3435027902075,345.3613417988487,,,16.244271770813583,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
201L,784.497715609727,395.50902232018655,,,19.124743727718425,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
201,1034.348016873079,759.9463099611833,12.12790242802312,46.30685698337053,11.32635976777193,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201L,785.7562140377751,396.17233847129415,,,18.804574161282385,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
444,415.1462313203382,274.94073558553356,,,18.596414035911902,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
355,1168.8689849118662,1069.3512434075183,,,24.172831347631693,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201,1033.7841068899575,760.0462895701347,11.662978229374497,45.20437149315845,10.69863151552804,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
423,620.8701795409575,274.74518798177803,,,16.69779866677095,0.15,18.0,70.0,2.0,9.0,,0.045,1.0,0.03,,,,,,,
355,1169.3259529624456,1070.1190083130216,,,24.6515684730971,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
439,450.16711416321635,204.80933786604783,,,17.543540580626097,0.07,18.0,78.33,1.0,0.5,,,1.0,,,,1.1,,,,
436,538.0619239027924,441.8555306567733,,,18.92191452915933,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
440C,860.0187344764928,689.6073728327248,7.231050910773888,19.98742439721614,25.54501365962615,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1274.9933845497706,963.9327847199379,7.959581925240009,45.29879364991803,14.48511976553389,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
444,414.91899098609184,275.50929980709316,,,19.51378017436252,0.025,18.5,76.475,1.0,1.0,,,1.0,,2.0,,,,,,
442,515.0666423823051,274.45760220852225,,,17.68910456657581,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
442,515.183078810511,274.4880914647842,,,18.724574938834632,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
201,1275.2120535075023,965.7976727756335,7.758071469091712,46.06116070760451,14.38810079698832,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201L,784.944886117281,396.1460822866078,,,18.145024828043088,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
436,537.6356646352373,440.9115880599447,,,17.470302910399543,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
436,537.6045292299709,441.96463996478116,,,17.37446587812206,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
201,1036.0949424277017,759.8009200766221,12.078598142154826,46.52852627532182,10.554280773839578,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
201,1034.148483634465,760.323749338545,12.126736045979888,45.67294955998107,11.1850491605471,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
436,538.906662660257,440.48200175437427,,,17.556578461621683,0.12,14.0,78.0,1.0,,,0.04,1.0,0.03,0.75,,,,,,
440C,1970.342545285852,1899.7840957423828,2.5548334296876725,9.469448475956508,56.31404113856637,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
201,1035.442307621779,759.6955527710664,11.661704690159238,45.356727022828345,11.353848505257789,0.15,17.0,71.255,6.5,4.5,0.25,0.06,1.0,0.03,,,,,,,
440C,1970.0661375183024,1901.4281988250607,1.6876938598597682,9.723352432673169,55.722305072646236,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
442,514.6704686732289,275.3770472919819,,,18.01646839228427,0.2,20.5,76.3,1.0,1.0,,,1.0,,,,,,,,
440C,860.7711962513973,689.9089831208521,7.318560362798535,20.020664409995387,25.80563000189085,1.1,17.0,79.15,1.0,,,,1.0,,0.75,,,,,,
446,550.286556523454,344.6861456393856,,,15.713758326544355,0.2,23.0,75.0,1.5,0.25,,0.04,1.0,0.03,,,,,,,
355,1170.3941387045988,1069.619356948257,,,24.28020585311991,,15.5,76.5,0.95,4.3,,,,,2.75,,,,,,
201L,785.4213760593915,396.42872989181916,,,19.006469963830238,0.03,16.0,72.0,5.5,3.5,0.25,,0.75,,,,,,,,
316L,560.0218632714077,290.2425616599028,,,15.123348054970434,0.03,16.0,61.9,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
334,572.650281405248,240.78734995210772,,,16.664636132546395,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
334,573.105981674448,241.25735055029253,,,16.277313976885544,0.03,19.0,60.0,1.0,19.0,,0.02,0.75,0.015,,,0.4,,,,
317,584.9277344608587,274.5584570246407,50.14075844499637,45.30602793947165,15.260183802407347,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
321,620.8422520038837,240.5782268693516,,,15.917828485554073,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
316,580.2092359653788,289.4181552186313,,,14.89415169734631,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
384,515.0441008284296,239.63213161299032,,,12.587624577689722,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
321,620.5194939741232,239.52413723134984,,,15.481261674815519,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
303,689.5714050070076,414.4174327711418,39.72889088461845,53.331358477162254,21.72555381571624,0.15,18.0,69.0,2.0,9.0,,0.2,1.0,0.15,0.6,,,,,,
201,758.3585184866963,379.22853254965605,,,17.04684432760714,0.15,16.0,67.51,5.5,3.5,0.25,0.06,1.0,0.03,,,,,,,
316,579.9177751465767,289.2297079548159,,,16.06786215936669,0.08,16.0,61.8,2.0,10.0,,0.045,1.0,0.03,2.0,,,,,,
316,549.9210410697166,239.96406673093892,60.524223345388435,70.08988342742207,13.976072389558137,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
317,584.7957157795709,275.4502619159402,49.91482112960706,45.743737332221805,15.028607031490825,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
304L,563.2833408890137,209.16586204846433,,,16.39352517453484,0.03,18.0,64.9,2.0,8.0,,0.045,1.0,0.03,,,,,,,
317,619.9066596602719,275.0808052561999,45.14052063633166,45.597538347070454,9.054008119250309,0.08,19.0,62.925,2.0,13.0,,0.045,1.0,0.03,3.5,,,,,,
316,579.5491982678263,288.9977580297701,49.648079513473405,45.339258499310475,9.18177068184365,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
321,654.8318337342215,414.97971943177106,40.719067658743754,60.36707409671505,17.232808855126574,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
316,619.8568796108317,414.4228395337189,44.93923407190602,65.15098290885815,18.731104300667738,0.08,17.0,66.9,2.0,12.0,,0.045,1.0,0.03,2.5,,,,,,
384,514.5123542253041,240.38558540717452,,,12.182119041512154,0.08,16.0,63.0,2.0,18.0,,0.045,1.0,0.03,,,,,,,
321,620.0952258127655,240.34958849710188,,,16.331650009215362,0.08,17.0,65.45,2.0,9.0,,0.045,1.0,0.03,,,0.4,,,,
321,619.8893327596389,239.68776653614188,44.62829118495619,45.59904389414302,9.437512766758225,0.08,18.0,69.525,2.0,10.5,,0.045,1.0,0.03,,,0.4,,,,
347,619.2238935679068,240.47639013077412,50.47869903339683,65.08679243010133,15.351970064933559,0.08,17.0,68.0,2.0,11.0,,0.045,1.0,0.03,,,,0.4,0.4,,
